village_id,village_name,district,state,ndbi_mean_2020,ndbi_mean_2025,ndbi_median_2020,ndbi_median_2025,builtup_frac_2020,builtup_frac_2025,builtup_growth_abs,builtup_growth_pct
,,,,-0.05184110282029842,-0.10626808697475588,-0.05077338033505717,-0.12109353627145127,0.18052820800170286,0.07175730783780408,-0.10877090016389879,-0.01249522299835715
,,,,-0.09779482429104958,-0.1405148483074116,-0.14457074055011,-0.18365504492339704,0.16328325507484892,0.07603900902548004,-0.0872442460493689,-0.003634222066501093
,,,,-0.12190504284970174,-0.15986912602938017,-0.1445651671892095,-0.18363192126830138,0.05977451372192521,0.02560608933982809,-0.034168424382097114,0.03547835650720132
,,,,-0.10805546049204955,-0.14913196128550454,-0.10547626526343035,-0.16016441014131041,0.03176584314788504,0.015209510795217186,-0.016556332352667857,0.03165141351162531
,,,,-0.1042023424136958,-0.1486865565617,-0.09961139507724895,-0.15235028571667628,0.058774391715317835,0.025077683177156612,-0.03369670853816122,0.06390531137332423
,,,,-0.07885616248088587,-0.12276854247801078,-0.06639461329298728,-0.11328619650019767,0.04886829990017905,0.026011689649528075,-0.022856610250650986,0.06534995140365948
,,,,-0.09086340665420384,-0.12661012003379796,-0.08007397906457459,-0.1210868875259915,0.04740701759214765,0.027926809056034597,-0.01948020853611306,0.08826483555557342
,,,,-0.10127140326841168,-0.14939943393675678,-0.10546235276303573,-0.15234259359100727,0.053183460424987866,0.02769315342472835,-0.025490307000259508,0.07960772382466859
,,,,-0.10940090009497865,-0.10315084051981947,-0.09961553196872089,-0.09570670428262565,0.029137366942763088,0.02517270245791069,-0.0039646644848524044,0.12426760921228382
,,,,-0.09140778810216398,-0.1033517233863173,-0.08396878520552808,-0.09570033388727488,0.034632563027830375,0.0183859912330901,-0.016246571794740268,0.0459529410522644
,,,,-0.11596164447391194,-0.12155217277416228,-0.10545916423037076,-0.11327902543772798,0.021675260935440917,0.018734470959030445,-0.0029407899764104725,0.08755051985762208
,,,,-0.0713546197458404,-0.09757082131478868,-0.06639606486742451,-0.08790285164700352,0.034836755685891056,0.02739945361659909,-0.00743730206929198,0.11489597602708708
,,,,-0.07355827255842239,-0.10083664144980951,-0.06638989600840654,-0.0976468190852466,0.054066981591233305,0.04094071958769413,-0.013126262003539176,0.14731823013850154
,,,,-0.07366563003030023,-0.08635654275817087,-0.058591979700702054,-0.07421230377709334,0.06641483099294401,0.05111409736142759,-0.015300733631516425,0.17319723368791695
,,,,-0.08611940167145625,-0.11441066436984416,-0.08203396108577007,-0.12109107822291423,0.062469316781258444,0.04905171188554692,-0.013417604895711525,0.2130551400568517
,,,,-0.04675278667294763,-0.08638472412896006,-0.03515742156128075,-0.08201955485769107,0.07072834775300654,0.035752259800684326,-0.03497608795232223,0.10162013870356047
,,,,-0.03294441357811827,-0.0774459761234333,-0.01954094667420498,-0.0741892662934502,0.10251759226562145,0.05281299554675872,-0.049704596718862744,0.1452684778382597
,,,,-0.12383607113260042,-0.14348989962997985,-0.15038731616342044,-0.17584902891286322,0.04501691439757935,0.04547029412961852,4.533797320391672E-4,0.18681781660176336
,,,,-0.03599549660237629,-0.0393832422929387,-0.019477847713222324,-0.027274647042088696,0.1673993775983283,0.165475721550114,-0.0019236560482142786,0.4402280631536296
,,,,-0.06588944322645057,-0.07695341157948354,-0.05856743354555657,-0.08206957701482992,0.10775720947892103,0.0854253511770182,-0.02233185830190282,0.1836798345311743
,,,,-0.06500734057640721,-0.08421027222899305,-0.05857834454037268,-0.08984684176812543,0.08520049527829264,0.07163626676964142,-0.013564228508651228,0.2170968122405431
,,,,-0.0424071733248571,-0.07745888341435447,-0.03515924961766521,-0.07419002754628497,0.08910496029055326,0.04759984608182334,-0.04150511420872991,0.13784014625111982
,,,,-0.0655918662117598,-0.07092015579295685,-0.05859528319722117,-0.06445892401177306,0.045837953350313446,0.04436971799701804,-0.001468235353295412,0.2053489916692426
,,,,-0.08817983796051958,-0.09894476770076274,-0.08202583697621418,-0.09179194275139249,0.03531242920460884,0.02508385977569324,-0.010228569428915603,0.0993499730602171
,,,,-0.0802870132895632,-0.12177453214246917,-0.07424941255921726,-0.11133965692340088,0.08000556773575393,0.046781183305753454,-0.033224384430000475,0.10799671663855119
,,,,-0.1359525375194296,-0.16534255155935904,-0.13647005103197815,-0.16992555632092535,0.021005075168647743,0.013330331155273146,-0.0076747440133745955,0.04596361793985444
,,,,-0.07460151700206796,-0.12601085151211194,-0.0663918284239331,-0.12108915008299341,0.07217318431589577,0.038104497126230555,-0.03406868718966522,0.0943025068216328
,,,,-0.10714434045419648,-0.14410136008757932,-0.10742494835782275,-0.14648009560593125,0.04623967006825065,0.02636517970182688,-0.01987449036642377,0.07743084309736359
,,,,-0.0822563748811502,-0.10667801761280403,-0.07617229016393248,-0.09766182886102995,0.036888710592475595,0.013653177631432579,-0.023235532961043012,0.03688618193918429
,,,,-0.034101229588974415,-0.08648182907771511,-0.02733504890793266,-0.08200061336779309,0.10395619431042756,0.03180775060506126,-0.07214844370536631,0.021832272031120818
